"id","review","review_rating"
2816,"These are huge! I thought they would be for a baby's drool but they are more for those babes that eat. Not what I wanted at all! But it could be what you want!",2
2817,"I purchased these beginning of June, 2014.  I love their look, their texture, the optional 3 length side snaps.Unfortunately, they're not very absorbent.  Although my 3 mo LO is a huge drool monster right now.",3
2818,"These bibs are OK, they don't catch the food that falls, and not liquids that spill, plus they are small in size so I have to change my baby's shirt after she eats.The good thing about them is that they are made out of nice material.",3
2819,"The gate gets shorter the more you expand it.  It's also kind of flimsy.  I guess it is functional, though, so it is what it is.",3
2820,"I have both the Vista and the G-Luxe in my stroller fleet.  When we traveled to NYC this past Spring, we took the G-luxe because of it's weight and size.  Besides making quality products, UB also has impeccable customer service.",5
2821,"It's ok not great. It's a slightly darker than the photo and the inside black circles fade quickly. Ive only had it a month. I was not impressed. I already bought another bag.",2
2822,"I had a much more expensive diaper bag that I bought online.  I liked it, but it had a very rigid structure and was smaller than what I wanted.  This is flexible and I can put a lot more stuff in it.  As others have mentioned the lining feels cheap.  It isn't that big of a deal to me but I can tell this is a poorer quality than my other bag.  There aren't as many pockets either, but for $60 it is cute and functional.  Most of the bags that are cheaper than that look like a diaper bag and aren't cute.  I just can't bring myself to do that :)",4
2823,"I've purchased one of these and one of the gray ones directly from Ikea. The girls love them but they do tend to mildew after a while. I've machine washed them and they've held up well but the mildew is next to impossible to remove from the suction cups,  even with chlorine bleach.I went ahead and bought a replacement via Amazon for the convenience, even though I think they're cheaper in the store. My local Ikea is a bit of a drive, though, and it's always crowded. It's worth a couple extra bucks to just order from Amazon unless you otherwise need to make a trip.",3
2824,"This is a cute bath mat and I do like it a lot, but it is slightly smaller than it looks and my son is constantly pulling it up and tossing it out. I'd say it's almost more for looks, but it does work pretty good too being as my son hasn't slipped yet.",4
2825,"Many moms swear by amber teething necklaces. I purchased this one out of desperation. My infant son was constantly fussy for no apparent reason, so I tried the teething necklace. I guess teething wasn't his issue at that time, because it made no difference. It also annoyed him. When he was older and I was sure he really was teething, he hated the necklace and wouldn't even let me put it on him--neck, ankle, wrist, anywhere. Eventually I gave the necklace away to a neighbor.It is well made. The clasp and the beads all seemed secure. No problems with quality.",2
2826,"I use these to keep a heavy floor lamp from tipping over. They work great and are easy to install and adjust.",5
2827,"helps a lot when changing the baby, too practical because when changing the baby leaves dirty in bed or in the vicinity, it is a good size and equipment",5
2828,"I love this changing pad.  It is soft despite having a vinyl/plastic lining.  It's waterproof and it's not too big or small in size.  Fits perfectly in our diaper bag.  I sometimes use it when I'm in someone elses home and put baby to sleep on their bed -- just in case baby has a diaper explosion or pees through his diaper oh and the drool of course.I will purchase another so I can have a backup while I wash one.",5
2829,"I like this car seat.  I purchased it because of the great safety ratings, but it is also cute, gender-neutral, and very cushony.  My daughter did get hot and sweaty in it sometimes.  She never liked riding in the car until she got old enough to sit upright in her convertable seat and play with her toys, but I don't think it was the car seat's fault.  I like that you can buy additional bases so that you can snap the car seat into different cars without having to mess with the car attachments.  It snaps in very easily.  Sometimes it was a little difficult to snap back out.  I made the mistake of also snapping into the top section of shopping carts before I learned how dangerous that is ... please don't do that!  (Thankfully we never had any mishaps.)The stroller is nice but very bulky.  It takes up most of the trunk space and doesn't fit through airport secutiy machines so they have to take it check it by hand.  However, I like the shade and the under-stroller storage.  It does fold up very easily one handed, but it's too heavy to lift one-handed, and I could never get the hang of unfolding it one-handed without tipping it over.  (The reason this is important for you new moms and dads is that you are often carrying baby in the other arm.)If I had it to do all over again, I would probably purchase just a car seat and two bases (for the two cars), and get a really nice baby carrier like an ergo to carry the baby around in.  It seems like it would be really convenient to be able to transfer a sleeping baby from the car to the stroller without waking him/her, but in reality my baby never slept in the car.  Since she hated riding in the car so much, she pretty much cried the whole time.  Then she just wanted to be held.  I would try to get her to go in the stroller, but ultimately ended up carrying her and pushing an empty stroller around more than half the time.  So it would have been easier and more convenient to just put her in a baby carrier and walk around hands free, and she would have been happier, too.",4
2830,"When your child is miserably sick and liquid medication has to be administered, expect a challenge if a spoon is used.  If you find you are waisting the medication by depressing the medication too soon or too fast, then this is your solution. You will be happy you purchased it.",5
2831,"I love this product. We got one as a gift and when I lost it I immediately bought another. My son won't take medicine from a dropper but will gladly take it from a bottle so it has been a lifesaver.",5
2832,"great idea, just unsticks when you turn on the over -- glue vs heat.  therefore, useless!  We couldn't even return it since it's (a) cheap and (b) the double-stick tape was already used.",2
2833,"This latch broke off after 2 months of use! It's only on with sticky stuff Anyway. Should be better quality to hold on to over, after all trying to keep kids safe!",1
2834,"I guess it's not a standard size, because the handle on the over door prevents this from being installed.  word",2
2835,"These are good for my newborn baby. Cute designs. Want to buy another pack. Hoping they''ll fit right up until she's one or so :)",5
2836,"is practice, is a very good help to feed the baby with hygiene and expeditiously, spacious and comfortable to put their bottles",5
2837,"My daughter had thrush and so the doctor recommended sterilizing her bottles. Reading through the reviews on this one I was kind of concerned since a lot of people say it started to rust, but I can safely say after five months we have not had that problem. I think the mistake people are making is that after each use you need to wipe off the heating element in the bottom. Letting standing water sit on metal is going to produce rust, so just wipe it off.The only negative I have to say is that it doesn't fit Dr. Brown 8 ounce bottles well. If you sterilize them you need to also use the top part and then balance it on top of the dr brown bottles. It's not ideal but I think it works well enough.",4
2838,"I bought this when I was due with my first baby, and while it is a good product and easy to use, I've found I don't use it very much. I just end up hand washing bottles one by one as they are used, and find I can get them nice and clean that way. Occasionally I'll throw them all in for a &#34;deep clean,&#34; but rarely.",4
2839,"I bought this initially because I thought it might be good to give my 2yr boy a big feed so he could sleep better.However, I was wrong. This is too big and he has problem finishing 11 ounce of milk. And even if he does, there is a likelihood that he will vomit.I will recommend the following 9Ounce version insteadhttp://www.amazon.com/gp/product/B00433OQO6/ref=as_li_tl?ie=UTF8&camp;=1789&creative;=390957&creativeASIN;=B00433OQO6&linkCode;=as2&tag;=travguid0ca-20",3
2840,"perfect, simple, gender neutral, pacifier. Although our little guy never really got hooked on the binki we like these, they come wih a nice little cover too",5
2841,"I decided to get these for my 3 month old because we had been very happy with other AVENT products.  He absolutely hated these.  They are really heavy and would fall out every time he started to fall asleep, waking him up.  Finally bought some MAM pacifiers which are very light and he loves them.",1
2842,"After trying many different pacifiers this is one that we use the most. I like that it glows at night so when we drop it its that much easier to find.",4
2843,"Both of my kids love these pacifiers and refused all other types.  They are durable and hold up in the dishwasher.  The glow in the dark handle is surprisingly helpful at night.  One caution, make sure you buy the right age size, the 6-18mo size is considerably larger and my boys refused the larger size even when they were much older.",5
2844,"really good product I love it. Use the hook for groceries use it to put the dogs leash. strong I have had one for 2 years and the plastic part did break. Got a new one it was basically wear and tear..",5
2845,"i really like this product, it makes my little girl closet look organized. It comes with stickers to put on dividers to separate the different sizes, the boxes are easy to build and the hangers are a proper size for baby's clothing and they are very sturdy. Best buy, I recommend it.",5
2846,"We use it on carpet. We love it and are thinking of buying another one. When we first received the item we rinsed it in warm water and the smell was gone after a couple of days. My baby loves the colors on the mat.",5
2847,"The last time I saw her give a squeal was when she opened her Christmas gifts at 7 mo.! Not only did she squeal, she was river dancing on it for like 30 min. My husband and I couldn't stop laughing. It was the cutest thing ever!We bought this because my daughter has been falling and hitting her head as she's learning how to balance and walk. There was a faint smell when we opened the package but not bothersome. The material is great, very thick and easy to clean up messes. Very colorful on both sides. You can't go wrong with the price either. I would've gotten the XL but am happy with the large.",5
2848,"IT is robust, colorful, entertaining, and educational. Our lo learend some animal words and concepts by using this mat as a conversation piece. I would recommend this. It is better than the others I have seen at people's houses. The one that comes a part, letters or squares/tile are terrible.",5
2849,"My house is wooden and I was looking for a good size playmat that my son can use when he starts crawling. The mat helped him to crawl and it doesn't hurt him even if he falls on his head.This is one of the best purchases I have done. Even though its expensive but its worth spending money on this item. At times I even nap with my little one on the mat :).",5
2850,"Excellent product, easy to clean and durable.  Opted for this instead of the puzzle pieces because of it being 1 piece and thick/cushioned.  I put my weight on my palm against the mat and it will dip the mat down, but overnight, the foam comes back up to shape.",5
2851,"I ordered these after reviewing the other brands and how easy they were for kids to figure out.  These fit securely and will definitely keep the kids in/out.  These work a little too well and sometimes and can be tricky for adults to use.  It is difficult to lock the handle on exterior doors with these on due to the opening for lock being small for an adult male fingers.  I just defer to the dead bolt for security for use on an exterior doors.  They snap securely on the top and bottom.  The adults just need to remember which way the handle turns on the exterior doors and they will be ok.  Interior doors are no issue because they turn both directions.",4
2852,"I am only giving it 3 stars because there is no Celsius.I do not use F here. Help if possible",3
2853,"These are my second pair of diapers I bought this for my first baby.  I love the quality and how easy you can use them with inserts clip them or prefolds great quality",5
2854,"I really like this cup. My son has been exclusively breastfeed since birth. I originally bought him a regular training cup with a hard plastic spout and since he has never used a bottle or cup he had no idea what to do with it. This cup has a soft spout so that when he puts it in his mouth he can chew on it and get some water. He is learning that the cup is for drinking and not just a toy this way. I also really like the handles, they spin so that he can hold it however is most comfortable for him.",5
2855,"This is a good mattress for the price but not great as far as mattresses go, there are much softer less bouncy mattresses out there for your kids but this is the cheapest and it gets the job done at a good price",5
2856,"My 14 month old baby loves opening and closing doors. Since I bought this I feel more relax letting her run around the house. The colors are nice, baby likes playing with them and chewing them too.",4
2857,"This diaper fits very well and looks super cute. My only complaint is that the inside of the diaper is plasticy and sometimes makes my baby's skin red.",4
2858,"First of all they're adorable!!Second they're a really good quality!They are the only of all my covers that have snaps that don't feel like they'll break. I like all the size options. I can get a good fit on my baby with these.I don't have any real complaints, you'll be happy with these!I do prefer my Rumparooz or Blueberry covers but I use prefolds. If you use liners then this part of my review won't make a difference to you....With bulky prefolds you need a bit more coverage. Rumparooz and Blueberry covers do better. My Bestbottoms fit but it's a bit more effort to get them around the prefolds. They have worked so far but I just prefer the fit of the Rumparooz and Blueberries. If I went back and reordered my stash I'd skip this diaper and go with those other brands. But like I said earlier, for inserts or thinner diapers like fitteds, these are wonderful and I highly recommend them!",4
2859,"Cute patterns & colors (though not shiny), extra material/leg gussets, very trim, does ok in the dryer, & has a front snap to snap in inserts. Snaps unsnap too easily though, there's no front or back pocket to stuff an insert, & they're a tad expensive. They also aren't as stretchy as some of my other covers, but these seem high quality material.",4
2860,"We cloth diaper on weekends and evenings and love the Best Bottom system for the convenience and ease. We'd been making do with only 5 covers, but this one came out and I loved the black snaps. It's adorable and the same quality as their other diaper covers. We never thought we would use cloth, but it's so easy with these.",5
2861,"Works just like the original camera that came with the set. We needed another one for our second child. The money is definitely worth the peace of mind to SEE our baby. The cameras will come in nicely when they are older as well.",5
2862,"This camera works with my Baby Touch Plus Digital Color Video Monitor (model 28520) and shows images in color. It was very easy to set up with my existing monitor.",5
2863,"I have an almost 7-month-old and they're a little big on him but he'll grow into them. They're very soft and comfortable and I imagine he'll get a lot of traction out of them once he starts crawling. Recommend!",5
2864,"my daughter loves this toy she plays with it until she falls asleep we have it on her carseat. its a great distraction especially for active babies n kids like mine",5
2865,"Really cute toy that keeps my 4 1/2 mth old well entertained. God this when he was 3 mths and he really liked it even then. Great sounds and features. Love it.",5
2866,"So cute and soft!",4
2867,"I also have the heavier one as well and they are simply amazing. I plan on buying them for friends baby showers. I have not seen these in stores. They wear so well and after use every single night for many months they still look good. I swear it's what helped him feel comfortable and sleep through the night. He won't sleep without it! He is 10 months now and we have the lighter one on him now because it's summer. I can't say enough about these, I only wish they were cheaper so we could afford a couple at once. If his gets dirty now we have to wash it fast because he won't nap well without it. Excellent fabric.",5
2868,"This worked great to keep my son from chewing the paint off the railing of his crib. I didn't notice a foul smell as some reviews stated.",5
2869,"The morning I found teeth marks on side rail of the crib, I searched for rail covers. This fits perfect on the PB Kids Catalina crib and although the color is not exact (because PB Kids colors are exclusive) but it's close enough that you won't notice.",5
2870,"These seem to work great. No issues with leaks. My little one is 2 months old and she can go from 9 at night to about 8 in the morning and we haven't had any leaks. I will say they do make the diaper very bulky and give her &#34;splayed&#34; legs, but they do the trick. They don't take that long to dry, which is nice.",5
2871,"I've only used this in a shopping cart so far but it works great. The cover fits great over  the walmart shopping carts.  I love that you can attach a toy too!  Washes well.  A little interesting to fold up.  There's no directions really on how to fold it up but I just winged it and it worked.",5
2872,"I have used this with no trouble on many shopping carts including Target's and many public high chairs. I can do a shopping cart with one hand, it does take  a minute though so I generally steer to the side as I get it on so I don't hold people up in the entrance of the grocery store. Baby loves the teether that comes attached to it. I get lots of compliments on it.it washes easily in the machine and I'm very happy I purchased it. Would use for a boy or girl.",5
2873,"The newborn position is to have his feet up under him inside the pouch. It was clear this was not comfortable for him. He also loved to look out, but was too small to do so and got upset quickly.I tried it again now that he is 3 months and can sit with his legs out the side. It works pretty good now and will definitely keep using it.",4
2874,"It's a good product.  Only downside is the straps are sooo long.  Which means sometimes while you're putting it on , the straps drag on the ground or floor.",3
2875,"It is so cute to see my husband carrying the baby around the house in this while he does the dishes or shows the house off to the baby.  It is great because it fits me at 5'1 and it fits him at 6'4 without having to rework any straps.  The ties hold very strong and it can be worn with the baby facing you or out.  My husband puts a small blanket or towel in the bottom when he faces the baby out for a little extra support on the bottom so the baby sits upright better but it isn't needed, I don't do it but I am breastfeeding so I have other ways of holding the baby.",5
2876,"This lightweight carrier is great for the summer. However, it is not the best carrier for beginners as the ties can be difficult to manage with the baby. With practice, this is not an issue, but you probably want to try it out a few times at home/around the house with a second adult to help.",5
2877,"I have 3 kids and have used other carriers in the past and I have to say that I prefer this one by far!!!For starters, I love the design. I think its very chic looking and a different look from your usual carriers that are the generic black on black with no design element to them at all. When I first looked into this type of carrier I was a little worried about how safe my baby would be in it as there are no belts or buckles to it all. Let me tell you I have had no problems with that at all. If you follow the insructions, which are very simple and straightforward you'll love this carrier as well. Comparing this product with other carriers I do think that it takes off pressure from my lower back that I would feel with others. The reason that I gave four stars instead of 5 is because The sashes themselves are very long. I'm a pretty short petite woman 5'2 and for me as I'm bundling up my little one the sashes touch the floor and can get dirty.  But its a breeze to just wipe it down with a wipey or something of the sort. By the way the part that touches the floor never touches the baby, its what ties behind the baby's back. I just dont like to see it touching the floor thats just me... lol All in all I would def by this again!",4
2878,"I got this baby carrier in hopes that it wouldn't hurt my back. Plus, I'll admit, I thought it looked pretty darn cute with the pattern and all. . . I normally use a Baby Bjorn carrier that I got at a yard sale for $2. . .can't beat that. Comparing this with the Bjorn, the Bjorn is so much easier to use in that I just clip it on real quick and I'm on my way. With this one I have to tie it and it's kind of a hassle to get it on every time. If I had to do it over, I wouldn't have bought this. It's cute and trendy, but not super functional in my opinion. However, if I hadn't used the Bjorn prior to this, I probably wouldn't be as picky. . . and most people probably aren't as lucky to find a baby bjorn for only $2!! :)",3
2879,"I really like the carrier! I was a little bummed your baby can't face outward, but there's an option to place your baby on your back, so they could still see if you were able to do that. I don't use it as often as I had intended to when I bought it, but every time I do use it, I am grateful I have it around! It's fairly simple to put on. I'm a single mom so wearing my baby on my back is too dangerous for me to want to attempt, but I do just fine with the other two positions.",4
2880,"Feels sturdy and a good weight.  I'm waiting for our baby to get a little older to fit more properly.  Easy to put on and adjust without help which is great.",4
2881,"I originally purchased this for my 2 month old but i feel it is not supportive enough compared to other wraps and carriers.I'm keeping it though because it is lightweight and will be good for travel when baby is older.",3
2882,"If you breast feed, you need this. If you like getting things done but love snuggling your baby and are torn between cuddling them and prepping dinner this is amazing! I was able to nurse a very demanding nurser and lose my baby weight walking while discreetly nursing him under my cardi reversed",5
2883,"First off, I am a petite person! I am 5'1 and 115 lbs. I had the basic infant carrier by Infantino with my son, but it was like I never could get it tight enough! My husband was able to use it very easily though! So, when I became pregnant with my second, I found out about the Mei Tai carrier! I noticed on a lot of the reviews that some of the people were small like me. So, I decided to go for it, it was not too expensive, so it would not be a big loss.I love it! It is so comfortable for me to wear! The shoulder straps are padded so it does not dig down into my shoulders! I can make it fit me very snugly! I love the detachable hood! When it is sunny or windy I know she is protected! I am still able to move around very easily! I wear it when just cleaning around the house to grocery shopping and zoo or park trips! I love how versatile it is, that I can wear my daughter in different positions as she grows! She loves it too! She loves to be close to me and goes to sleep instantly! She is currently 3 months and about 12 lbs. I have no problems carrying her. My husband still uses my other carrier for him (plus it is more masculine looking), he says that he refuses to use my mei tai, so its great I kept the old one!Overall, I do not think anyone could go wrong with this! It is awesome!",4
2884,"This wrap is great for newborns!! It's easier to wrap than other brands. My 2 week old son loves this. He falls asleep in it immediately, once I have it on. I watched a few online videos on how to wrap it. It's really easy to put on and feels really secure. The inexpensive price is a major plus. It's great quality! I really love it.",5
2885,"This might be &#34;universal&#34; for the Infantino variety of carriers, but it is not universal in the sense that I can be used with any type of carrier. I bought it to try out with my Ergo carrier. It works ok, but the bottom doesn't keep my baby's legs covered as much as I had expected, hoped, and thought that it would. This makes the carrier disappointing. I really thought &#34;universal&#34; meant that it could be used for different brands of carriers, but that doesn't seem to be so true.",3
2886,"I use this all the time!  It's so nice that it just hangs on the carrier and has 'pockets' for my son's feet.  The pockets for mom's hands falls really low on me, but that's not a big deal.  I wish they made this waterproof for walking in the rain",5
2887,"I had bought this but the caterpillar one and she loved it, so I bought it for her cousin too. He loved it. The babies like the crinkly sound lol",5
2888,"Of course my 2YO daughter loved it. The material is a little &#34;silky&#34; feeling so the pillow case and top sheet slides off a little easy. One negative I have is that the comforter developed a little tear in it after several washes.",4
2889,"So I had a family emergency per say to get to out of state I'm 7 months pregnant with 22 month old. Who obviously needed his car seat for travel after we landed. Instead of me trying to corral him and tote my car seat and carry on I simply strapped him in and pulled him along. I gate checked this (with car seat) attached and it arrived at my next destination. If your a frequent flyer I say get this!! A must",5
2890,"It's not the most wonderful chair in the world, but for the price it's a great buy.  I prefer a pillow at my lower back, so I don't actually feel the amount of cushion, but the shape is fine and it has held up well.  The side pockets are nice for stowing baby items.",4
2891,"Great value for the price. Was super easy to put together, comfortable enough. My big butt fit nicely im 5'9 238lbs after just having twins lol. Only problem we've had with it is getting up while holding a baby, its a bit low to the ground. Not uncomfortably low whe you're in it... but I had to lean way awkwardly forward to stand which irritated my csection.  Also one of the arm rests has a pocket. Surprisingly useful. No regrets here.",5
2892,"When the babe was a few weeks old we took a trip to Portland for the day and 3 dirty pacies later we knew we needed a solution. This pacigrip is great because it is not made of cheap plastics that easily break like others. It has a strong grip that never falls offs, saving those precious pacies from the nasty floor. Now we can travel with just one pacifier! And the print on this one is super cute!",5
2893,"Thankful for the clip, stylish, but more importantly, it keeps track of the pacifier so I don't have to worry about keeping up with it.",4
2894,"I feel like I could talk forever about how great this diaper cover is but that would bore anyone reading so I'll list out what I have tried and why I lovelovelove this cover.I have tried:bestbottom coverseconobum coversrumparooz coversthirsties coversand of course this blueberry cover!My favorite is a tie between this blueberry cover and my rumparooz cover. For more information I use prefolds (osocozy unbleached prefolds, which I also love and highly recommend) and these covers fit *wonderfully* over them! They're just the prefect size! I LOVE the double gusset around the thighs to contain ANY size of breastfed baby blowouts! hahaThis cover has a high rise in the back (not too high, just right) and the pattern (I chose giraffe) is ridiculously cute! This cover (and my rumparooz) is the first I reach for from my stack of covers! I'm always sad when this cover is in the wash and I'm forced to use my other ones instead.Just an additional note: the snaps feel super weak on these. I haven't had any issues with them so no critique there really but compared to other diapers I have they feel like they're going to pull right out of the diaper when I use them. But again, they *haven't* had problems so... as of now I still rate this diaper cover at the top of my list!My final thoughts and recommendation:Blueberry and Rumparooz covers withOsocozy unbleached prefolds (4x8x4) with snappisORIf you are prefer a little more trim diaper I'd suggest Bestbottoms covers with Bestbottom liners or Bestbottom covers with kissaluvs fitted diapers. The reason I personally prefer Blueberry and Rumparooz over Bestbottoms is because they're slightly larger and cover a bulky prefold better.  I don't mind a big butted baby (why I use prefolds!) but some people do and to you I would say Bestbottoms might be better. HTH! :)",5
2895,"My little one is now too big for most one size diapers.  So after much research I decided to give these a try since it goes up to 40 lbs.  My child is around 35 lbs.  These fit great with a lot of room to grow.  I highly recommend them.",5
2896,"In total we have used 6 different baby gate brands/types - this is my favorite of all of them.What's so great about it:- Capable of forming angles - I use it to gate around a right angle around the landing of our stairs.  I also created a makeshift banister kit by zip-tying a 1x1 to the banister to provide a wood edge to screw the mounting brackets into.- Can be removed entirely without removing the mounting hardware (when you need to space open for moving, parties, etc.)- Easy open and close with one hand- Automatically closes, but can be left open- After daily use for years its still going strong where other brands have had repairs needed on their locking mechanismsWhat's not so great:- Its a little flexible due to its length and adjustable &#34;joints&#34;, but not to the point where I ever worry about kids pulling it down or breaking it.- You may need to make adjustments (additional spacers on the wall depending on your baseboards, to ensure a straight fit as the gate is intended to be all the way against the ground (to avoid tripping)Summary:If this gate fits your space and desired mounting method - get it.",5
2897,"This teether is adorable and my son enjoys all the different textures it has but he does not like when I put it in the freezer to chill the two wings on top that have water in them. The other plastic and rubber materials get too cold for him to enjoy chewing on it when its cooled but overall it still serves its teething duties well",4
2898,"the setup on this crib is soooo easy. good quality product, small footprint and very portable. not sure how long my baby will fit in this, though. she's 7mo right now, so it will be interesting to see how it serves us once she can stand/climb etc! overall a great purchase, and it will definitely be used for future babies or when we have visitors with little ones!",5
2899,"I purchased the guava baby lotus travel crib and the baby bjorn travel crib for an upcoming trip across the country. Initially I thought I would like the lotus better, but the baby bjorn won out. We like the fact that there's sort of a 'bumper', meaning that the fabric is solid closer to the mattress. My son sleeps best when he can't see out. I also preferred the mattress, which I found to be much thicker and more comfortable and the fold, which I found to be much less complicated and quicker than the lotus. We're happy to have the bjorn to take with us on all of our trips because my sons sleeps so well in it!",5
2900,"Purchased the BABYBJORN Travel Crib Light 2 for our baby's first international trip--because we didn't want to use the hotel's basic/hard crib--and it was well worth it! Have used it on three international flights since then and countless road trips, and it has held up! PROS: Easy to use, set up time is approximately 5 minutes, maybe less if it's your 2nd/3rd time using. It's convenient, lightweight, easy to carry, and the mattress is soft. CONS: Too big for carry-on, have to &#34;check it&#34; on a flight. The carry bag that comes with the crib lasted 3 years for us, but finally ripped at the seam the other day. This might be a pro since it has held up so well through our countless trips. We have actually seen baggage claim personnel throw it onto the plane's baggage belt (frightening)...but there were no issues when it was opened. Probably an easy fix for a seamstress.",5
2901,"so my husband and I can put this up by ourselves, which a huge plus.  THat said, this thing is way expensive!!  I think thinking back on it, that it's just too expensive to use (that said we have twins) so we ended up just using the graco pack n play.  It's 1/4 of the cost, a few pounds more, and not quite as easy to set up yet easy enough.  Not so much harder to justify a 150 dollar difference that I'd rather use on educational toys or a wagon or something.  That's jsut me though I guess.",4
2902,"Honestly I'd give them more of a 4.5. After experiencing unpleasant thrush I had to find a pad that was comfortable and did not allow yeast to flourish. These worked great for that! The bamboo is more hygienic and the cloth allows for more air flow. The softness of the bamboo was also nice on my poor sore nips! They do however bunch up a little hence the half a star.",4
2903,"I like this snack cup because it is stainless steel.  It is much larger than other snack cups, which I do and don't like.  My son can now remove the lids to these kind of cups, so it's pointless to give him the slotted snack cover since he just takes it off and pours the food all over himself!",4
2904,"I read reviews and bought it anyway. The lid doesn't stay on, I wish it did. My kids still loved having a cute bowl with handles. I loved that its stainless steel. The color on the bottom did chip off some after much use and being dropped on concrete, tile floors. Still a cute bowl with minimal plastic, would buy again.",4
2905,"Got this for our daughter when her baby was born. She loves this monitor and can follow the baby's sounds/movements from anywhere( even outside the house) with her smart phone or tablet. Should be a great choice to monitor your babysitter too. USB cable needed.",5
2906,"Good design. I like the extra rain cover. It slips a little when you put the carrier handle up and down or try to move the cat seat canopy but it's not complicated to slide back in place. I live in Texas and it was definitely a must have to deal with this sun and heat.",4
2907,"We use this cover with our Chicco Keyfit and it fits perfectly.  It is a useful cover that protects from sun and bugs.  It is easy to fold up when not in use also.",5
2908,"This is a great canopy. Perfect for summer when it's hot and don't want baby to overheat. Has good air flow and blocks out sun really well.",5
2909,"This is great for taking out newborns in the summer to protect them from the sun and insects and also from the rain.  I used this all the time when I took my son on walks.  Love it!  I think every mom should have one.",5
2910,"Started with the Bjorn but my back handle that after LO hit 14 pounds... plus wasn't happy about how ergonomically incorrect it was.  Thought about the Ergo but the panel is barely high enough for my now 8-month old wiggle worm, and I didn't think it would have the longevity I wanted (although I'd have happily used it from 14 pounds til now).  In my experience, the Pognae is comparable to but more affordable than many of the other SSCs out there.  I like how the hood tucks away as I lost the hood to my mei tai in a week.  I also like the mesh panel - we both still get sweaty when it's hot and muggy out, but it's nice that LO gets a little fresh air, especially in milder weather.I'm 5'3&#34; and find it very comfortable both in a front and back carry.  We regularly take about 2-mile walks in it.  It's quick to get into and out of, especially with a front carry, which is nice because my little dude is impatient to the max.",5
2911,"I loved having this for my mother when I left town for a few days on vacation with my DH. It made for little waste when it was time to thaw out breast milk. It is the safest way to thaw quickly!!",5
2912,"These fit or Ergo straps perfectly. To avoid having to wash our carrier frequently from our little chewer I wanted ti find some drool pads. However, I didn't want to pay $20 for something so simple. These were cheaper, cuter, and fits like a charm. Great quality too!",5
2913,"My little guy is a biter - he'll chomp whatever gets near his mouth.  Because you're not supposed to wash most soft-structured carriers often, it's been incredibly helpful to have these drool pads.  I'm glad my carrier isn't getting as crusty and gross as the pads get; I just throw them in the wash and we're all set to go.",5
2914,"These are very cute and have come in very handy for my milestone photos, but...they are not very sticky.  Before I even have a couple of pictures taken, the sticker is peeling up and you can tell that in the photos!",3
2915,"I am very pleased with the quality of this chest.  I would have preferred it to be even bigger, as my child has a lot of toys, but finding any chest bigger for the affordable price would have been very difficult to find.  The chest does compliment well in our living room, and hides the fact that it is a toy chest.",4
2916,"We enjoyed the first towel we purchased, I went back to order more. The towel is made well and use quality materials. I recommend this product.",5
2917,"this ball is wonderful!!  It makes a wonderful sound when you shake it, and really gets my son's attention. I'm using it to help him track and the soft plastic makes it easy for him to chew, plus its light so he can grab it and swing it around.",5
2918,"Easy to handle. My baby loves to play with the ball. It is a well build toy, colorfull, entertaining and fun.",4
2919,"These are a great alternative to the Halo sleep sacks - slightly more affordable and lighter weight, so great for the summer.  My favorite feature is that the zipper zips both ways - great for late night diaper changes!",5
2920,"I have this sleep sack and several cotton halo brand sacks. This sleepsack is quite thin like a tshirt. Thus even over footed jammies I worry about her being cold particularly given that the parents are under a comforter. It means that we keep the bedroom warmer than is comfortable for us (about69). The solid color halo sacks are a thicker cotton fir which I think 67 degrees is ok when over footed jammies.However the zipper design on the summer sack is far superior. It zips both ways. Thus you can zip it all the way open top to bottom to get baby in or out or you can unzip just the bottom for a diaper change or to keep baby cool in the early warm part of evening (I like to leave the bottom open and then zip it later when the room cools off, without waking baby) . And you don't have to thread thezipper. With halo you have to &#34;start &#34; thezipper like on a sweatshirt which can be hard in low light with a wriggling baby. Halo does allowopen the bottom forndiaper change.",4
2921,"love it and glad i bought these lids. I used it after pumping to have bottle ready at nightstand, to store breastmilk in fridge, also to mix formula in bottle (since nipples sometimes leak when shaking), and even on the go to have water ready and secured tight in bottles for formula mixing. good accessory to have on hand if you plan on using tommee tippee bottles.",5
2922,"I don't know why I didn't buy these earlier. My nanny has arthritis and trying to get the lid that comes with the Tommee Tippee bottles is impossible for her. I just close it with this, which she can then twist off easier, than she can just put the nipple on when she's ready to feed.",5
2923,"Lids are lids, nothing special about these. They fit the Tommee Tippee bottles as they are meant to. Never had any issues with them.",5
2924,"Our favorite car seat and you can't beat it for the price!  We have 1 for each of our boys!  I love that this seat grows with them and is very comfortable especially since my 1st son is a big boy!  He fits so nicely!  I would recommend to anyone in the market for a car seat!",5
2925,"This is really a time saver. Its a lot better than the ones at walmart that's difficult to screw and snap back together.",5
2926,"Best diaper bag purchase I've made thus far.  I love the no mess pour spout.  I can make my LO's bottles quickly without making a mess.  I pre-measure 2 oz worth of baby dry formula in the first two containers and 4 oz on the last bigger container.  I sometimes use the bottom container to store a pacifier.",5
2927,"nice funnel top but the other sections don't connect well. i wouldn't get this again because it's easier to carry formula in those snap on lid long cylindrical bottles.",2
2928,"A must have!  It is nearly impossible to trim a baby's nails with regular clippers.  These are so incredibly easy to use.",5
